geneID	symbol	P0205	P0322	P0407	P0508	P1116
27129	HSPB7	11	220	29	9	8
2713	GK3P	1	10	1	2	1
27130	INVS	296	805	502	262	400
27131	SNX5	2091	3507	2287	2147	2094
27132	CPNE7	10	104	17	4	44
27133	KCNH5	1	2	83	2	1
27134	TJP3	1075	964	143	42	187
27136	MORC1	1	0	5	7	0
27141	CIDEB	3163	2010	3380	7442	952
27143	PALD1	269	1371	273	252	90
27145	FILIP1	820	166	112	111	76
27146	FAM184B	100	101	76	41	142
27147	DENND2A	193	494	114	121	48
27148	STK36	497	862	1217	255	1214
27151	CPAMD8	20	74	975	13	10
27152	INTU	31	128	163	47	161
27153	ZNF777	766	1103	934	879	583
27154	BRPF3	1243	6960	2726	809	797
27156	RSPH14	5	39	25	6	15
27158	NDOR1	1050	2165	907	530	2040
27159	CHIA	0	13	0	0	0
27160	INGX	3	4	0	2	6
27161	AGO2	116	880	194	217	436
27163	NAAA	526	1070	494	368	457
27164	SALL3	0	0	0	0	0
27165	GLS2	1317	148	6858	17744	121
27166	PRELID1	3288	4969	2095	3765	6243
2717	GLA	506	948	568	686	472
27173	SLC39A1	7230	7648	4201	11274	2279
27175	TUBG2	368	769	648	402	1086
27177	IL36B	0	1	0	0	0
27178	IL37	0	0	0	0	0
27179	IL36A	0	0	0	0	0
27180	SIGLEC9	51	618	72	29	80
27181	SIGLEC8	28	99	10	26	24
27183	VPS4A	1847	3106	2187	1780	1422
27184	DISC2	4	18	13	5	3
27185	DISC1	112	349	92	47	31
27189	IL17C	0	0	0	0	0
2719	GPC3	17063	839	21537	4154	8447
27190	IL17B	0	9	0	0	2
27197	GPR82	13	129	5	3	16
27198	HCAR1	2	11	3	6	3
27199	OXGR1	0	1	18	6	0
272	AMPD3	58	1058	77	59	125
2720	GLB1	2406	3941	4260	1629	532
27201	GPR78	0	1	0	0	1
27202	C5AR2	49	103	50	30	8
27229	TUBGCP4	335	740	556	346	282
27230	SERP1	5933	10019	8724	6200	3145
27231	NMRK2	0	2	0	0	0
27232	GNMT	9382	66	7256	13284	109
27233	SULT1C4	13	77	16	12	15
27235	COQ2	409	608	351	393	262
27236	ARFIP1	786	1270	884	574	415
27237	ARHGEF16	1487	224	661	171	10
27238	GPKOW	825	1502	1268	1471	369
27239	GPR162	796	297	477	378	39
27240	SIT1	72	151	18	21	49
27241	BBS9	286	411	535	214	35
27242	TNFRSF21	148	24946	346	228	850
27243	CHMP2A	4233	5249	3253	5124	2318
27244	SESN1	495	764	1018	1367	357
27245	AHDC1	586	878	752	766	972
27246	RNF115	1213	1255	834	2354	1977
27247	NFU1	623	1037	564	517	292
27248	ERLEC1	2420	5100	3220	1196	576
27249	MMADHC	2086	3421	2765	1780	347
27250	PDCD4	1547	3484	913	967	1862
27252	KLHL20	1171	774	505	1762	517
27253	PCDH17	628	1037	676	572	145
27254	CSDC2	2	36	1	5	4
27255	CNTN6	0	0	1	1	2
27257	LSM1	1096	812	595	695	430
27258	LSM3	2072	1618	2487	1909	676
27283	TINAG	26	1045	1	1	6
27284	SULT1B1	88	13	139	14	26
27285	TEKT2	1	106	1	8	4
27286	SRPX2	79	646	37	26	16
27287	VENTX	8	112	4	4	13
27288	RBMXL2	5	3	1	8	0
27289	RND1	1297	3087	1530	6743	903
2729	GCLC	3805	11203	3774	6015	1267
27290	SPINK4	1	1813	1	1	3
27291	R3HCC1L	169	606	161	172	153
27292	DIMT1	701	1063	523	587	406
27293	SMPDL3B	17	363	14	35	43
27294	DHDH	3	97	21	106	7
27295	PDLIM3	385	5140	70	196	640
27296	TP53TG5	6	70	11	18	6
27297	CRCP	1424	2590	1035	814	1138
27299	ADAMDEC1	31	1152	6	2	29
273	AMPH	9	20	5	4	4
2730	GCLM	1545	11198	2153	1370	2054
27300	ZNF544	719	1653	1032	670	881
27301	APEX2	549	1628	1355	896	516
27302	BMP10	3	4	0	0	2
27303	RBMS3	133	317	68	90	27
27304	MOCS3	288	550	600	856	112
27306	HPGDS	14	97	51	39	58
27309	ZNF330	1151	1001	912	812	334
2731	GLDC	1581	762	3092	1580	703
27314	RAB30	25	234	128	74	72
27315	PGAP2	1144	815	683	854	987
27316	RBMX	2040	5169	1815	2834	2348
27319	BHLHE22	24	31	7	3	6
27324	TOX3	210	1538	4	131	344
27327	TNRC6A	2141	2182	2067	2059	4270
27328	PCDH11X	0	0	0	0	0
27329	ANGPTL3	2162	518	5599	6588	1770
2733	GLE1	1176	1685	862	1031	760
27330	RPS6KA6	5	70	0	15	340
27332	ZNF638	1930	3896	2584	1585	2177
27333	GOLIM4	2583	17017	3007	1606	3502
27334	P2RY10	38	61	12	6	8
27335	EIF3K	5373	4993	1386	4290	2407
27336	HTATSF1	2618	3484	7267	3438	1297
27338	UBE2S	924	2544	744	2048	1473
27339	PRPF19	3624	4109	2315	5549	2751
2734	GLG1	2949	8666	7114	3428	1886
27340	UTP20	256	1285	860	530	838
27341	RRP7A	1392	3192	2203	2147	1780
27342	RABGEF1	896	1665	1747	1216	976
27343	POLL	301	1077	335	652	646
27344	PCSK1N	2	1375	0	28	9
27345	KCNMB4	33	269	29	22	14
27346	TMEM97	4734	3685	3380	6466	1108
27347	STK39	95	1593	441	49	244
27348	TOR1B	1706	3127	1202	1196	800
27349	MCAT	500	1072	364	669	391
2735	GLI1	69	173	79	3	21
27350	APOBEC3C	161	1395	111	97	680
27351	DESI1	2430	2803	1175	1543	2314
27352	SGSM3	2078	3541	1821	1498	1697
2736	GLI2	15	265	5	0	13
2737	GLI3	21	358	24	13	8
2738	GLI4	430	339	308	480	1311
2739	GLO1	2985	5327	2308	3381	2313
274	BIN1	2674	6204	2422	1186	2518
2740	GLP1R	0	5	0	0	37
2741	GLRA1	0	0	0	2	3
2742	GLRA2	0	42	1	0	1
27429	HTRA2	1946	3802	2327	2292	687
2743	GLRB	17	408	1115	130	13
27430	MAT2B	2071	2749	2751	3467	570
27433	TOR2A	382	916	207	810	347
27434	POLM	485	803	876	478	900
27436	EML4	2388	12980	6027	3822	2020
27437	HSFY1P1	0	0	0	0	0
27439	CECR6	2	98	10	0	10
2744	GLS	2795	3334	1513	1160	984
27440	HDHD5	1615	3371	1142	1751	469
27442	CECR3	0	0	2	0	1
27443	CECR2	268	487	802	500	5
27445	PCLO	4	292	810	414	3318
2745	GLRX	1771	1851	817	6929	287
2746	GLUD1	5352	4692	2207	8764	2793
2747	GLUD2	204	681	606	595	142
2749	GLUD1P3	22	95	31	64	49
275	AMT	1608	1277	3964	2590	632
2752	GLUL	44570	28127	10946	14428	8439
276	AMY1A	28	14	2	19	8
2760	GM2A	2933	5345	1804	1660	1081
2762	GMDS	552	9988	385	316	588
2764	GMFB	1885	2350	1521	1117	755
2765	GML	3	0	5	4	0
2766	GMPR	379	490	19	21	28
2767	GNA11	606	1079	834	750	363
2768	GNA12	2254	3891	3023	493	349
2769	GNA15	71	868	107	62	170
2770	GNAI1	761	1643	1737	950	429
2771	GNAI2	10487	18353	10839	11311	3846
2773	GNAI3	2830	4645	2628	1735	704
2774	GNAL	984	715	1430	327	762
2775	GNAO1	631	109	36	422	7
2776	GNAQ	321	1274	518	260	140
2778	GNAS	12692	24822	20979	12394	22620
2779	GNAT1	88	9	489	248	0
2780	GNAT2	23	35	10	5	2
2781	GNAZ	115	2313	375	35	989
2782	GNB1	10371	13703	13117	3031	3629
2783	GNB2	11236	8159	5344	6135	4063
2784	GNB3	21	66	24	44	97
2785	GNG3	52	63	117	58	9
2786	GNG4	6	31	42	1	140
2787	GNG5	3859	4239	2097	1905	3538
2788	GNG7	587	144	935	78	19
279	AMY2A	3	1	2	3	4
2790	GNG10	543	647	316	275	243
2791	GNG11	1186	1211	630	1281	143
2792	GNGT1	19	151	181	36	131
2793	GNGT2	28	181	24	21	33
2794	GNL1	1483	5105	1826	1487	845
2796	GNRH1	12	20	16	31	135
2797	GNRH2	0	1	8	2	7
2798	GNRHR	1	7	6	2	3
2799	GNS	6423	14922	7339	6393	2493
28	ABO	22	3	84	4	0
280	AMY2B	1279	802	492	1756	534
2800	GOLGA1	1122	1384	1082	623	455
2801	GOLGA2	2862	5590	3069	2753	2424
2802	GOLGA3	1560	4828	4600	1884	3371
2803	GOLGA4	6770	6109	8308	7029	7310
2804	GOLGB1	3827	8139	5293	3934	6498
2805	GOT1	1931	7594	2399	14098	717
2806	GOT2	11685	2566	5043	14052	1605
280636	SELENOH	3163	6073	2867	5999	1689
280655	IGBP1P1	3	4	1	12	9
280657	SSX6	4	3	18	1	0
280658	SSX7	0	0	1	0	1
280659	SSX8	0	0	32	13	0
280660	SSX9	1	0	81	21	0
280664	WFDC10B	0	1	0	0	1
2810	SFN	295	1338	97	35	85
2811	GP1BA	21	46	18	84	90
2813	GP2	0	643	0	2	159
2814	GP5	21	23	70	1	1
2815	GP9	0	0	0	4	0
2817	GPC1	4995	10300	4356	1409	59
2819	GPD1	6244	176	2564	2750	235
2820	GPD2	459	2345	715	288	289
2821	GPI	19690	17098	3218	6235	10992
2822	GPLD1	6910	288	3454	2055	34
28227	PPP2R3B	1	4	2	3	6
2823	GPM6A	161	10	191	52	4
28231	SLCO4A1	4	136	6	129	15
28232	SLCO3A1	612	1674	370	442	84
28234	SLCO1B3	5	209	3	0	1
2824	GPM6B	11	123	34	12	24
2825	GPR1	0	12	2	1	0
282566	LINC00515	1	1	0	14	3
2826	CCR10	14	80	32	23	137
282616	IFNL2	0	0	0	0	0
282617	IFNL3	0	0	0	0	0
282618	IFNL1	0	2	0	0	0
282679	AQP11	254	433	513	489	160
2827	GPR3	11	48	14	15	4
282706	DAOA-AS1	0	0	0	0	0
282763	OR51B5	1	5	3	0	1
282770	OR10AG1	0	0	0	0	0
282775	OR5J2	0	0	0	0	0
2828	GPR4	183	481	78	384	77
282808	RAB40AL	0	3	7	2	10
282809	POC1B	190	1606	272	527	254
282890	ZNF311	51	335	167	17	39
2829	XCR1	1	13	2	0	0
282966	C10orf53	0	0	0	0	0
282969	FUOM	2827	866	1715	3730	1713
282973	JAKMIP3	2	293	2	3	0
282974	STK32C	99	257	135	98	115
282980	LINC00700	1	0	0	0	2
282991	BLOC1S2	729	1151	385	681	265
282996	RBM20	7	28	11	26	1
282997	PDCD4-AS1	44	55	19	13	21
283	ANG	9420	2549	10431	31140	1582
2830	GPR6	0	0	0	0	0
283011	FLJ37201	8	9	51	7	7
283025	LINC01553	0	0	0	0	0
283033	LINC00841	1	1	0	0	0
283038	LOC283038	16	27	19	49	27
283050	ZMIZ1-AS1	81	113	10	33	31
283070	NA	1299	302	48	52	64
283078	MKX	9	18	0	2	0
283089	WDR11-AS1	0	1	6	0	0
283092	OR4C13	0	0	0	0	0
283093	OR4C12	0	0	0	0	0
2831	NPBWR1	0	69	0	0	0
283102	KRT8P41	1	3	0	0	3
283104	SBF2-AS1	97	354	323	192	82
283106	CSNK2A3	177	795	615	243	162
283111	OR51V1	0	0	0	0	0
283116	TRIM49B	0	0	0	0	0
283120	H19	2422	20712	71828	7743	3129
283129	MAJIN	5	4	0	37	2
283130	SLC25A45	377	770	170	590	821
283131	NEAT1	28237	20669	35541	96533	73595
283143	LINC00900	5	125	5	1	1
283149	BCL9L	674	4733	1014	563	1657
283150	FOXR1	0	0	1	2	0
283152	CCDC153	13	26	10	33	7
283159	OR8D1	0	0	3	4	2
28316	CDH20	2	4	19	0	1
283160	OR8D2	0	0	0	0	1
283162	OR8B4	0	0	0	0	0
283165	KIRREL3-AS3	0	1	0	0	0
283171	C11orf44	0	0	0	0	2
283174	MIR4697HG	2	40	3	3	0
283177	LOC283177	66	95	252	45	2
283189	OR9G4	0	0	0	0	0
283194	LOC283194	19	6	20	48	9
283197	LINC00301	0	0	0	0	0
2832	NPBWR2	0	0	0	0	0
283208	P4HA3	28	151	13	3	13
283209	PGM2L1	121	1147	107	133	381
283212	KLHL35	4	38	3	37	10
283214	LOC283214	0	0	1	0	0
283219	KCTD21	403	1055	363	497	331
283229	CRACR2B	1627	552	211	311	1781
283232	TMEM80	476	664	467	482	373
283234	CCDC88B	244	1255	251	106	448
283237	TTC9C	315	750	216	475	160
283238	SLC22A24	0	0	0	2	0
283248	RCOR2	37	46	8	0	97
283254	HARBI1	134	133	123	110	41
283267	LINC00294	203	550	306	334	447
283284	IGSF22	25	122	10	5	10
283297	OR10A4	0	0	0	0	0
283298	OLFML1	237	454	47	96	124
283299	LOC283299	0	0	4	0	1
2833	CXCR3	77	124	25	15	83
283303	MRGPRG-AS1	0	0	0	0	0
283310	OTOGL	0	15	7	1	0
283314	C1RL-AS1	961	1050	1250	1028	936
283316	CD163L1	205	585	739	116	88
283332	LINC02396	0	0	1	0	0
283335	LOC283335	775	650	555	480	210
283337	ZNF740	725	2843	923	772	506
283345	RPL13P5	64	212	61	67	172
283349	RASSF3	1955	3575	1014	762	1385
283358	B4GALNT3	9	398	0	26	6
283365	OR6C6	0	0	0	0	0
283373	ANKRD52	928	4972	1010	1291	1758
283375	SLC39A5	735	676	1894	13914	1204
283377	SPRYD4	1404	745	1086	3698	223
283383	ADGRD1	112	207	2019	86	11
283385	MORN3	2	6	1	6	2
283392	TRHDE-AS1	103	13	0	11	0
2834	PRLHR	0	1	0	0	0
283403	C12orf80	0	0	0	0	4
283404	LINC00592	0	0	0	0	0
283416	LINC01465	14	30	60	9	5
283417	DPY19L2	1	69	4	38	4
283420	CLEC9A	13	8	2	3	9
283422	LINC01559	0	934	0	0	4
283431	GAS2L3	51	1792	118	119	190
283432	LINC00485	1	3	10	4	2
283440	LOC283440	0	3	0	0	0
283446	MYO1H	7	8	3	9	6
283450	HECTD4	471	2184	1613	1027	2733
283455	KSR2	1	6	101	6	0
283459	GATC	1480	3504	1726	2632	2017
283460	HNF1A-AS1	83	147	360	827	4104
283461	C12orf40	12	46	124	8	8
283464	GXYLT1	671	1679	1274	759	986
283471	TMPRSS12	0	2	0	0	5
283480	FGF14-IT1	0	2	6	1	1
283481	FGF14-AS2	31	89	610	262	16
283483	LINC00551	1	0	2	4	0
283487	LINC00346	44	492	246	364	14
283489	CHAMP1	712	1140	983	768	205
283491	OR7E156P	0	1	1	0	2
2835	GPR12	0	0	0	0	0
283507	SUGT1P3	29	29	73	13	14
283514	SIAH3	2	3	0	0	5
283518	KCNRG	47	140	62	11	59
283521	LINC00282	19	6	19	3	0
283537	SLC46A3	3262	836	2802	3208	52
283547	LINC00639	23	47	37	13	3
283551	LINC01588	142	25	10	22	9
283553	LINC00640	0	8	0	0	3
283554	GPR137C	69	76	58	162	150
283571	PROX2	19	81	24	23	9
283576	ZDHHC22	4	1	0	0	0
283578	TMED8	21	333	89	28	41
283579	C14orf178	71	190	60	107	21
283585	LINC01148	2	0	0	1	0
283587	LINC01146	260	100	212	519	109
283592	FAM181A-AS1	0	0	0	0	0
283596	SNHG10	143	147	195	273	205
283598	C14orf177	0	0	0	0	0
283600	SLC25A47	2936	34	2639	482	20
283601	LINC00523	1	0	0	0	0
283624	LINC00641	28	195	75	16	117
283629	TSSK4	17	83	32	5	22
283635	FAM177A1	1878	2150	1442	2366	948
283638	CEP170B	2357	8119	2227	1217	1674
283643	C14orf80	1047	705	381	476	334
283651	HMGN2P46	22	54	55	7	23
283652	SLC24A5	5	154	2	12	6
283659	PRTG	14	21	6	0	10
283663	LINC00926	9	47	12	16	566
283673	EWSAT1	0	23	3	2	0
283677	REC114	0	7	152	1	4
283683	LOC283683	5	120	1	5	306
283687	ST20-AS1	528	440	785	328	52
283688	LINC00927	0	0	0	0	2
283692	CPEB1-AS1	2	0	0	2	2
283693	ACTG1P17	8	9	47	5	17
283694	OR4N4	0	0	139	1	0
2837	UTS2R	1	2	7	3	0
283710	LOC283710	60	46	175	3	22
283726	SAXO2	4	6	22	26	9
283731	LOC283731	2	26	4	0	0
283738	NTRK3-AS1	0	0	0	0	0
283742	FAM98B	378	914	300	360	122
283748	PLA2G4D	0	1	0	1	1
283755	HERC2P3	1	86	217	84	6
283761	LINC00928	1	1	0	0	0
283767	GOLGA6L1	0	0	1	1	0
283768	GOLGA8G	0	0	0	0	0
283777	FAM169B	0	186	1	0	1
283788	LOC283788	113	1135	450	536	895
283796	GOLGA8IP	0	1	2	1	0
2838	GPR15	2	1	5	0	2
283807	FBXL22	46	58	229	8	30
283820	NOMO2	152	418	214	101	166
283847	TERB1	1	2	0	1	0
283848	CES4A	1598	42	622	1453	71
283849	EXOC3L1	500	585	266	527	225
283856	LOC283856	25	1	2	3	1
283860	LINC00304	0	7	2	3	5
283867	LINC00922	0	3	7	0	0
283869	NPW	29	242	19	141	109
283870	BRICD5	269	181	178	191	383
283871	PGP	1534	1444	938	1249	1275
283875	LINC00514	31	12	17	15	24
283876	LINC00921	8	36	119	111	32
283888	IL21R-AS1	15	215	8	3	27
283897	C16orf54	71	215	40	51	29
283899	INO80E	1596	1422	1499	2150	1675
283902	HCCAT5	1	0	0	0	6
283914	LINC01566	0	0	0	0	0
283922	LOC283922	27	77	70	67	16
283927	NUDT7	652	146	776	995	119
283932	FBXL19-AS1	23	113	54	26	133
283933	ZNF843	9	18	16	13	3
283948	NHLRC4	18	29	17	7	11
283951	C16orf91	310	459	473	414	128
283953	TMEM114	0	1	0	0	0
283970	PDXDC2P-NPIPB14P	763	509	1135	776	519
283971	CLEC18C	1	0	0	3	0
283981	LINC00685	0	0	0	0	1
283982	LINC00469	0	0	0	0	0
283985	FADS6	1296	9	64	712	15
283987	HID1	268	3755	114	202	678
283989	TSEN54	913	1581	1185	1436	701
283991	UBALD2	680	3786	695	1518	1120
283999	TMEM235	0	1	0	0	0
284	ANGPT1	305	971	201	66	237
2840	GPR17	49	13	10	20	5
284001	CCDC57	399	1328	747	576	1205
284004	HEXDC	1663	2302	1183	2471	1932
284009	LOC284009	1	4	4	1	70
284013	VMO1	100	456	54	81	126
284018	C17orf58	758	854	1121	569	263
284021	MILR1	65	169	30	29	85
284023	LOC284023	21	250	60	130	162
284029	LINC00324	60	100	33	64	13
284034	LINC00670	1	5	1	0	0
284040	CDRT4	78	541	85	116	418
284047	CCDC144B	24	77	2	1	30
284058	KANSL1	585	2309	1272	989	878
284067	C17orf105	0	3	5	0	0
284069	FAM171A2	36	789	47	40	54
284071	MEIOC	31	70	131	44	16
284076	TTLL6	1	32	21	8	25
284080	PICART1	0	31	0	0	1
284083	C17orf47	14	15	38	30	8
284085	KRT18P55	3	0	0	1	1
284086	NEK8	175	279	269	290	347
284098	PIGW	208	470	299	341	64
284099	C17orf78	2	4	6	11	6
2841	GPR18	21	44	15	5	7
284100	YWHAEP7	1	15	9	4	0
284106	CISD3	5449	3976	5084	7167	2076
284110	GSDMA	31	67	18	17	4
284111	SLC13A5	219	23	6234	508	56
284114	TMEM102	139	508	96	139	110
284116	KRT42P	0	6	0	0	2
284119	CAVIN1	4411	15406	2613	5838	736
284123	FAM27E5	0	0	4	0	0
284124	FLJ36000	4	0	31	1	0
284129	SLC26A11	573	1565	452	1264	836
284131	ENDOV	350	248	1046	347	188
284161	GDPD1	99	338	175	213	56
284184	NDUFAF8	741	2222	1398	3428	727
284185	LINC00482	316	73	144	269	223
284186	TMEM105	336	15	142	19	1
284194	LGALS9B	18	23	1	1	4
2842	GPR19	5	89	57	23	37
284207	METRNL	273	2692	173	234	259
284215	DLGAP1-AS5	0	2	2	0	0
284217	LAMA1	10	138	4	1	12
284232	ANKRD20A9P	0	3	10	2	4
284233	CYP4F35P	0	1	0	0	3
284252	KCTD1	143	1303	151	155	60
284254	DYNAP	9	0	0	0	0
284257	BOD1L2	0	0	0	2	0
284260	LINC00907	2	7	1	0	11
284266	SIGLEC15	0	92	7	9	8
284273	ZADH2	1324	1172	1045	1589	392
284274	SMIM21	0	0	20	0	3
284276	LINC00908	1	5	0	0	0
284293	HMSD	24	1	0	2	0
284294	LINC01924	1	0	0	1	0
284297	SSC5D	56	558	30	12	24
2843	GPR20	8	31	8	4	7
284306	ZNF547	160	348	150	241	198
284307	ZIK1	10	131	232	75	3
284309	ZNF776	393	741	670	433	313
284312	ZSCAN1	0	2	25	11	0
284323	ZNF780A	331	1019	561	275	233
284325	C19orf54	149	740	329	266	540
284338	PRR19	75	1136	1102	185	101
284339	TMEM145	10	54	18	253	4
284340	CXCL17	3	29	1	0	6
284344	LOC284344	1	0	6	0	2
284346	ZNF575	815	799	737	524	99
284348	LYPD5	22	95	80	10	1
284349	ZNF283	25	261	172	69	63
284352	PPP1R37	1251	3385	1055	1080	2948
284353	NKPD1	4	39	0	2	0
284355	TPRX1	0	0	0	0	0
284358	MAMSTR	34	35	68	54	98
284359	IZUMO1	1	7	1	11	205
284361	EMC10	5504	11682	2750	3093	2555
284365	LINC01869	3	2	2	5	0
284366	KLK9	0	0	0	0	3
284367	SIGLEC17P	2	24	61	5	0
284369	SIGLECL1	0	4	6	0	0
284370	ZNF615	161	455	375	251	207
284371	ZNF841	181	762	462	244	944
284379	LOC284379	0	0	4	2	5
284382	ACTL9	0	0	0	0	5
284383	OR2Z1	0	0	0	0	0
284385	ZNF561-AS1	149	118	142	108	44
284390	ZNF763	29	85	53	149	47
284391	ZNF844	74	233	434	370	10
284395	LOC284395	0	0	0	0	0
2844	GPR21	2	9	1	5	0
284402	SCGB2B2	7	1	4	3	4
284403	WDR62	218	528	337	283	391
284406	ZFP82	13	48	99	103	39
284408	ZNF790-AS1	29	148	69	103	22
284412	LOC284412	1	1	6	14	0
284415	VSTM1	0	12	0	1	4
284417	TMEM150B	823	228	179	943	161
284418	FAM71E2	1	11	0	1	2
284422	SMIM24	39	87	50	7	9
284424	MIR7-3HG	0	1	0	0	0
284427	SLC25A41	0	2	3	5	0
284428	MBD3L5	0	0	0	0	0
284433	OR10H5	0	0	0	0	0
284434	NWD1	9	2	182	1	0
284439	SLC25A42	1716	269	1993	2400	482
284440	LINC00663	158	51	261	120	255
284443	ZNF493	90	352	447	258	469
284451	ODF3L2	3	3	11	4	9
284454	LOC284454	79	538	30	37	37
284459	HKR1	518	1135	455	573	1335
284467	FAM19A3	0	0	1	0	0
284485	RIIAD1	3	3	2	2	0
284486	THEM5	435	347	106	209	65
2845	GPR22	6	2	2	2	13
284521	OR2L13	0	1	4	0	0
284525	SLC9C2	31	4	20	8	2
284532	OR14A16	0	0	0	0	0
284541	CYP4A22	2082	16	1100	1417	5
284546	C1orf185	0	0	0	1	0
284551	LINC01226	8	2	37	4	1
284565	NBPF15	174	540	362	603	591
284573	LINC00303	1	0	2	0	0
284576	LEMD1-AS1	1	1	4	0	0
284578	LOC284578	1	2	0	2	0
284581	LOC284581	3	5	4	6	0
284593	FAM41C	0	0	3	0	0
2846	LPAR4	1	3	1	1	4
284611	FAM102B	321	2840	881	337	273
284612	SYPL2	18	614	10	529	6
284613	CYB561D1	201	756	356	118	70
284615	ANKRD34A	76	62	88	75	3
284618	RUSC1-AS1	7360	969	597	5617	2098
284632	LOC284632	0	0	0	0	0
284648	LINC01686	7	9	12	1	1
284649	SMG7-AS1	19	13	39	6	4
284654	RSPO1	7	4	10	6	2
284656	EPHA10	132	1329	2	46	5
284661	LINC01777	0	0	17	0	0
284677	C1orf204	66	965	118	36	61
284680	SPATA46	9	1	0	63	4
284688	LINC01142	5	0	10	0	0
284695	ZNF326	512	1113	490	735	3009
284697	BTBD8	11	77	62	9	57
2847	MCHR1	50	41	162	84	8
284702	NA	2565	3113	2196	1290	3005
284716	RIMKLA	21	1206	15	13	0
284723	SLC25A34	380	73	408	314	41
284729	ESPNP	196	2	176	55	0
284739	LINC00176	59	57	94	34	28
284749	LINC00494	4	83	0	0	0
284751	LINC01270	469	166	402	297	128
284756	C20orf197	3	15	3	2	5
284757	MIR646HG	22	96	176	35	1
284759	SIRPB2	32	166	13	10	7
284788	LOC284788	0	5	5	2	0
284798	LOC284798	0	10	1	1	1
2848	GPR25	1	120	2	0	1
284800	FAM182A	0	22	17	2	2
284801	MIR663AHG	0	0	5	0	0
284802	FRG1BP	529	909	2054	711	852
284805	C20orf203	0	0	1	2	7
284827	KRTAP13-4	0	0	0	0	3
284835	LINC00323	0	1	0	1	1
284836	LINC00319	32	59	7	98	484
284837	AATBC	165	38	12	13	11
284865	LOC284865	2	26	8	3	10
284889	MIF-AS1	14145	20738	2740	15485	15958
2849	GPR26	0	0	0	0	0
284900	TTC28-AS1	317	519	274	285	312
284904	SEC14L4	1001	610	566	216	744
284933	LOC284933	0	0	0	1	0
284942	RPL23AP82	110	345	134	104	59
284948	SH2D6	9	76	67	36	21
284950	LOC284950	1	0	2	2	0
284992	CCDC150	43	128	199	67	247
284996	RNF149	1077	2795	1124	817	1516
284998	LINC01114	0	1	0	0	2
285	ANGPT2	63	814	121	2173	137
2850	GPR27	1	8	2	43	0
285000	LOC285000	0	9	1	0	0
285016	ALKAL2	7	11	4	1	0
285025	CCDC141	238	30	3	4	288
285033	STARD7-AS1	417	1452	947	277	143
285045	LINC00486	0	0	1	0	0
285051	STPG4	4582	5067	2302	2787	696
285074	LOC285074	93	192	216	50	31
285084	LINC01305	0	1	0	0	0
285093	RTP5	2	0	0	0	13
285103	MED15P9	0	4	18	1	1
28511	NKIRAS2	1405	2717	1571	2079	896
285116	AHCTF1P1	110	339	289	69	60
28512	NKIRAS1	403	447	517	645	169
285126	DNAJC5G	1	0	0	1	5
28513	CDH19	82	13	346	45	0
28514	DLL1	186	243	51	110	169
285148	IAH1	1334	1458	1045	1012	451
285150	FLJ33534	0	1	2	1	0
285154	CYP1B1-AS1	3	10	5	16	0
285172	FAM126B	735	763	621	735	662
285175	UNC80	1	10	5	12	12
285180	RUFY4	1	38	20	0	10
285189	PLGLA	1	7	25	86	0
285190	RGPD4	0	4	2	0	0
285193	DUSP28	197	310	190	212	226
285194	TUSC7	0	0	0	0	4
285195	SLC9A9	85	395	197	62	50
2852	GPER1	184	140	624	510	122
285203	EOGT	332	1166	587	201	248
285205	LINC00636	0	5	0	0	0
285220	EPHA6	0	0	14	0	139
285224	DNAJB8-AS1	0	2	0	0	0
285231	FBXW12	0	0	0	3	0
285237	C3orf38	456	590	666	613	208
285242	HTR3E	1	0	0	2	1
285266	ENTPD3-AS1	151	88	371	161	29
285267	ZNF619	121	325	490	211	43
285268	ZNF621	371	1528	1517	567	384
285282	RABL3	805	1659	1128	762	463
2853	GPR31	2	5	15	0	0
285313	IGSF10	11	309	6	5	2
285315	C3orf33	143	243	218	153	203
285326	LINC00692	0	0	0	0	0
285331	CCDC66	319	589	464	443	587
285335	SLC9C1	5	36	0	3	1
285343	TCAIM	2023	1828	4106	1236	746
285349	ZNF660	1	87	12	5	6
285352	KIF9-AS1	43	57	87	23	17
285359	PDCL3P4	22	33	18	35	148
285362	SUMF1	1476	2621	1847	977	515
285367	RPUSD3	619	1216	1207	1219	383
285368	PRRT3	84	216	355	160	58
285370	LINC00606	0	0	0	0	0
285375	LINC00620	0	0	0	0	0
285381	DPH3	988	1323	1214	639	263
285382	C3orf70	58	170	48	55	7
285386	TPRG1	199	53	361	147	40
2854	GPR32	0	0	0	0	0
285401	LINC00698	0	0	1	0	0
285407	ALG1L9P	37	101	81	28	26
285419	LINC01091	14	169	11	25	12
285429	DCAF4L1	2	59	40	187	21
285440	CYP4V2	10513	1333	2236	2016	854
285441	F11-AS1	1228	149	698	1731	125
285456	RPL34-AS1	5	1	25	7	5
285464	CRIPAK	206	201	289	197	150
285484	LOC285484	0	2	5	0	0
285489	DOK7	137	158	69	2	9
285492	LINC00955	0	0	0	0	2
285498	RNF212	4	6	1	1	0
285501	LINC01098	0	14	7	0	0
285512	FAM13A-AS1	131	300	402	105	326
285513	GPRIN3	50	1376	120	22	45
285521	COX18	415	421	696	433	278
285525	YIPF7	0	0	0	0	0
285527	FRYL	631	1913	962	409	982
285533	RNF175	0	31	0	3	10
285540	SEPSECS-AS1	31	60	71	42	21
