gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
"	Prex2",8.589691329,0.172722963,0.720476435,0.239734368,0.81053619,0.946663766
"	Sec61b",8274.516194,-0.043221418,0.180371811,-0.239624015,0.810621746,0.946663766
"	Sepw1",6784.962325,0.126197214,0.527864621,0.239071172,0.811050395,0.946663766
"	Srek1",702.7624737,-0.046743528,0.195676813,-0.238881284,0.811197639,0.946663766
"	C330027C09Rik",2295.716284,-0.090429247,0.379250092,-0.238442254,0.811538098,0.946820974
"	6430548M08Rik",7.277051244,-0.179218054,0.752590802,-0.238134792,0.811776551,0.946834525
"	Ankdd1b",42.29055531,0.122405805,0.51491453,0.237720627,0.812097784,0.946834525
"	Bloc1s4",319.4630233,0.055234925,0.232197079,0.237879501,0.811974555,0.946834525
"	Cubn",8.029137643,-0.172948717,0.727259458,-0.237808824,0.812029374,0.946834525
"	Hjurp",859.4083884,0.045915878,0.193159995,0.237709045,0.812106768,0.946834525
"	Sfxn5",12.1323951,-0.160583852,0.674949833,-0.237919686,0.811943387,0.946834525
"	Srbd1",107.9400949,-0.074039895,0.310917528,-0.23813355,0.811777514,0.946834525
"	Bcl7a",53.31570289,0.101019168,0.4254403,0.237446166,0.812310678,0.946921171
"	Hemk1",46.16540909,0.10204971,0.429849439,0.237408033,0.812340258,0.946921171
"	Ankle2",534.5727012,-0.051156474,0.216509239,-0.23627848,0.813216585,0.947200286
"	Ap3s2",372.4010846,-0.075239544,0.31787989,-0.23669174,0.812895944,0.947200286
"	Camkmt",123.292164,0.091335083,0.386156924,0.236523229,0.813026684,0.947200286
"	Ptprv",16.23924108,0.150711126,0.636400259,0.23681814,0.812797878,0.947200286
"	Pygb",160.2035502,-0.055637963,0.23543265,-0.236322206,0.813182657,0.947200286
"	Tacc3",1191.400403,0.070536409,0.298430858,0.236357625,0.813155175,0.947200286
"	Tgfbi",7.445860298,-0.176676728,0.747187555,-0.236455662,0.813079108,0.947200286
"	Zfp11",68.54160106,0.073091627,0.308982798,0.236555651,0.813001529,0.947200286
"	Tmpo",5151.77036,0.051030407,0.216198043,0.236035473,0.813405144,0.947327174
"	Ctdspl2",803.9813484,-0.0399081,0.169437368,-0.235533052,0.813795029,0.947520438
"	Smurf1",70.77773294,0.090512974,0.384321377,0.235513763,0.813809998,0.947520438
"	Zfp101",328.3624647,0.064049322,0.271895115,0.235566285,0.813769238,0.947520438
"	4930480K23Rik",8.166853822,-0.174067131,0.739464959,-0.23539605,0.813901351,0.947524281
"	Zfp414",318.5725165,-0.111189992,0.472537056,-0.23530428,0.813972573,0.947524281
"	Klhl5",164.9951836,-0.064448528,0.274060442,-0.235161731,0.814083207,0.94756036
"	B4galnt4",7.929236454,0.175982573,0.749508758,0.23479722,0.814366126,0.947796944
"	Gm26798",12.56999055,-0.149954776,0.639569468,-0.234462061,0.814626283,0.947821584
"	Rhobtb2",68.58721263,0.082236014,0.350492215,0.234630072,0.814495867,0.947821584
"	Vaultrc5",54.76652962,0.105126416,0.448196182,0.234554466,0.814554554,0.947821584
"	Bola1",953.4464434,-0.056994977,0.243305791,-0.234252449,0.814788999,0.947825529
"	Trappc1",5187.664705,-0.081484312,0.347720931,-0.234338244,0.814722398,0.947825529
"	Hmgcl",983.6849839,-0.083845889,0.358205121,-0.234072279,0.814928866,0.947895556
"	Gm42669",10.06047624,-0.156761182,0.670108966,-0.233933867,0.815036321,0.947927873
"	Dync1h1",384.5419668,0.070343949,0.301124667,0.233604074,0.815292365,0.948065141
"	Gm10801",1523.335101,0.137139236,0.587127506,0.233576582,0.81531371,0.948065141
"	Trbv16",62.91722536,-0.170141235,0.728897418,-0.233422744,0.815433154,0.948111371
"	Anapc2",455.6631731,0.046973048,0.201843907,0.232719675,0.81597909,0.948412832
"	Atxn7l3",73.76511774,-0.088362121,0.379365076,-0.232921074,0.815822694,0.948412832
"	Cdc73",1244.648035,-0.058535358,0.252239732,-0.232062401,0.816489548,0.948412832
"	Fam120a",4015.021065,-0.044215038,0.190301863,-0.232341592,0.816272711,0.948412832
"	Gm3604",216.8247837,-0.080708445,0.347699985,-0.232120933,0.816444087,0.948412832
"	Gtf3c5",197.2426454,-0.057909193,0.249119905,-0.232455103,0.816184555,0.948412832
"	Izumo4",766.1520057,0.141940834,0.611005907,0.232306812,0.816299722,0.948412832
"	Suds3",596.6584579,0.035491669,0.152811917,0.232257204,0.81633825,0.948412832
"	Tsen34",95.86134815,-0.076798677,0.330156481,-0.232612961,0.816061962,0.948412832
"	Usf1",43.03685814,0.103044445,0.442597815,0.232817339,0.815903248,0.948412832
"	Gm12185",51.28027112,0.105614919,0.456079285,0.231571401,0.816870922,0.948475994
"	Mrpl18",5706.152177,-0.035107839,0.151648778,-0.231507565,0.816920509,0.948475994
"	Setdb1",367.0900404,0.059794694,0.258286405,0.231505386,0.816922202,0.948475994
"	Snora31",40.83603085,-0.090171417,0.389544291,-0.231479242,0.81694251,0.948475994
"	Tmx3",2769.341073,-0.039257806,0.169295874,-0.231888731,0.816624437,0.948475994
"	Myeov2",6845.84911,-0.034012593,0.147157109,-0.231131158,0.81721291,0.948697356
"	2700094K13Rik",2929.793998,0.042560029,0.184290261,0.230940194,0.817361265,0.948724754
"	6330408A02Rik",8.619393197,0.158245548,0.689256155,0.22958888,0.818411249,0.948724754
"	Fam64a",99.25636665,-0.117919535,0.51387876,-0.229469564,0.818503974,0.948724754
"	Fundc1",2607.271966,-0.052728629,0.229186732,-0.230068419,0.818038605,0.948724754
"	Mapk14",807.0747243,-0.036585244,0.158675199,-0.230566869,0.817651309,0.948724754
"	Pgm3",135.4956113,-0.08957703,0.388930614,-0.230316223,0.817846056,0.948724754
"	Ptger2",100.310457,0.082032919,0.356642985,0.230014111,0.818080805,0.948724754
"	Rab1b",375.7409358,0.053422841,0.231626418,0.23064226,0.817592734,0.948724754
"	Sf3b2",2092.003633,0.049206645,0.214446515,0.229458823,0.818512321,0.948724754
"	Slc46a3",215.6762092,-0.078956781,0.343829788,-0.229639153,0.81837218,0.948724754
"	Tmx4",351.2641902,0.060730702,0.263710318,0.230293232,0.817863919,0.948724754
"	Tpm1",692.0930411,0.041086148,0.178793817,0.229796248,0.8182501,0.948724754
"	Trdc",6254.728947,-0.124397768,0.539196613,-0.230709477,0.817540511,0.948724754
"	Txnl4b",73.76548207,-0.088305859,0.383522091,-0.230249734,0.817897718,0.948724754
"	Zfp827",38.7793645,0.09908617,0.431674001,0.22953935,0.81844974,0.948724754
"	Zmiz1",1362.926879,0.052970655,0.229723435,0.230584466,0.817637637,0.948724754
"	Cdkn2b",13.12235461,0.161295877,0.705634786,0.228582661,0.819193302,0.948793886
"	Dedd2",300.3806069,-0.06394368,0.279744158,-0.228579144,0.819196036,0.948793886
"	Dhx16",648.5695107,0.054075063,0.236588901,0.228561286,0.819209917,0.948793886
"	Lamp2",1948.590146,-0.05247654,0.229183846,-0.228971373,0.818891166,0.948793886
"	Mex3b",185.4654029,0.067535279,0.295292052,0.228706727,0.819096866,0.948793886
"	Naa38",1224.757681,-0.04796,0.209508579,-0.22891664,0.818933707,0.948793886
"	Sarnp",7311.363243,-0.037366335,0.163392818,-0.228690194,0.819109717,0.948793886
"	Trbj1-7",8.898789767,-0.155231604,0.677042719,-0.229278892,0.818652158,0.948793886
"	Zfp871",339.2549148,0.063428427,0.27842055,0.227815179,0.819789926,0.949373228
"	Eri3",261.6623845,-0.167874458,0.737543672,-0.227612906,0.819947186,0.949433359
"	Kcnq1ot1",122.2839801,0.093551739,0.411138512,0.227543118,0.820001445,0.949433359
"	Dpm1",46.42268959,-0.098203489,0.432165877,-0.227235638,0.820240517,0.949594548
"	Invs",57.15337938,0.082512134,0.363235511,0.227158775,0.820300282,0.949594548
"	Msra",295.1121169,-0.079877848,0.351853768,-0.227020016,0.820408178,0.949627055
"	Rnf185",137.66986,0.058594011,0.258255259,0.226884096,0.820513869,0.949657005
"	Atp5j",33541.57969,0.034879647,0.153917605,0.226612457,0.820725105,0.949809095
"	Alms1",33.36549259,-0.112213982,0.496387716,-0.226061158,0.821153854,0.949843336
"	Gm10110",9.787555688,0.148316966,0.655894987,0.226129135,0.821100985,0.949843336
"	Nrbf2",140.3229895,0.073678155,0.325551705,0.226317828,0.820954233,0.949843336
"	Prosc",570.9051629,-0.033799722,0.149457426,-0.226149498,0.821085148,0.949843336
"	Zfp746",361.2576578,0.052083343,0.230051285,0.226398834,0.820891235,0.949843336
"	Gm28053",15.35231605,0.130726244,0.579817253,0.225461113,0.821620574,0.950032467
"	Lpin2",335.5636952,-0.061830808,0.274538736,-0.225217063,0.821810416,0.950032467
"	Mafb",7.309433273,0.168141489,0.74647683,0.225246763,0.821787313,0.950032467
"	Rpl22l1",1306.847621,-0.072332106,0.320951661,-0.225367601,0.821693314,0.950032467
"	Ssx2ip",120.8538556,0.073524627,0.325993128,0.225540421,0.821558884,0.950032467
"	Star",14.83413141,-0.135024133,0.59948933,-0.22523192,0.821798859,0.950032467
"	Stub1",258.8581415,0.143191099,0.636030689,0.225132374,0.821876297,0.950032467
"	AI606181",29.30880749,-0.120981396,0.540575655,-0.223801044,0.822912118,0.950141362
"	Ap2b1",254.1311168,-0.066877539,0.298379432,-0.224135889,0.822651568,0.950141362
"	Dnah2",7.580415066,0.168765515,0.75051933,0.224864981,0.822084313,0.950141362
"	Flywch1",17.32275649,0.1412142,0.628207275,0.224789183,0.822143281,0.950141362
"	Hipk2",22.69967032,0.141841023,0.631728214,0.224528554,0.822346051,0.950141362
"	Lace1",33.59544216,-0.121760484,0.543123603,-0.224185587,0.822612898,0.950141362
"	Lmbr1",13.70431714,0.148912089,0.664552226,0.224078836,0.82269596,0.950141362
"	Tgif2",12.72357068,0.135610316,0.605445344,0.223984406,0.822769437,0.950141362
"	Trbj2-3",66.48769037,0.091495813,0.408102233,0.224198265,0.822603033,0.950141362
"	Trim23",580.242589,0.050846243,0.226964143,0.224027649,0.822735789,0.950141362
"	Wdr46",63.08006294,-0.07537803,0.335861554,-0.22443185,0.82242129,0.950141362
"	Wdr6",43.21770807,-0.089837322,0.401454442,-0.22377962,0.822928789,0.950141362
"	Gm12258",35.09714149,-0.10903209,0.488152013,-0.223356838,0.823257794,0.950152414
"	Hdgfrp2",155.6119251,-0.081995832,0.366858317,-0.223508173,0.823140023,0.950152414
"	Hmox2",640.8635743,-0.089322794,0.399778465,-0.223430728,0.823200291,0.950152414
"	Ss18",1225.481611,-0.053036872,0.237220692,-0.22357608,0.823087178,0.950152414
"	Amotl1",9.719190213,-0.157117314,0.705043792,-0.222847596,0.823654123,0.950517629
"	Ttc9c",987.4187231,0.040555819,0.182252811,0.222525068,0.823905161,0.950715121
"	Cox7a2",20108.52801,0.040229078,0.18091133,0.222369035,0.824026615,0.950763059
"	Gm12289",8.779116662,0.151476379,0.681968776,0.222116297,0.824223351,0.950897841
"	Slc29a3",67.27878851,0.084883418,0.3825405,0.221893937,0.824396451,0.95100533
"	Gm13710",7.867217658,0.166257409,0.750482073,0.221534151,0.824676548,0.951236216
"	2010315B03Rik",337.6301785,-0.04995161,0.226216713,-0.220813082,0.825237977,0.95132336
"	Arl2bp",595.2744952,-0.054697846,0.247521927,-0.220981819,0.82510659,0.95132336
"	BC049715",11.22150499,-0.154315277,0.697624696,-0.221200995,0.824935935,0.95132336
"	Cenpq",1858.77461,0.045881433,0.207865265,0.22072679,0.82530517,0.95132336
"	Dapk3",98.52572844,-0.093099335,0.421506128,-0.220873028,0.825191299,0.95132336
"	Plk3",86.75308306,0.075225759,0.340822508,0.220718284,0.825311794,0.95132336
"	Trmt2b",533.8210479,-0.041903701,0.189384852,-0.22126216,0.824888312,0.95132336
"	5530601H04Rik",369.2790056,0.070226364,0.31987027,0.219546392,0.826224445,0.951423887
"	A130051J06Rik",32.93374158,0.11581089,0.525690631,0.220302366,0.825635678,0.951423887
"	Adam22",40.4243662,-0.099172795,0.450492782,-0.220142916,0.825759852,0.951423887
"	Cdk9",446.3496038,-0.04089546,0.186469815,-0.219314103,0.826405377,0.951423887
"	Chek2",165.1068049,-0.063361452,0.290507807,-0.218105848,0.827346641,0.951423887
"	Endov",57.38103458,0.089630642,0.40762087,0.219887274,0.825958948,0.951423887
"	Fhl2",797.0436613,0.053405451,0.244690849,0.218256839,0.827229002,0.951423887
"	Ganc",203.3107998,-0.054882445,0.250137218,-0.21940935,0.826331187,0.951423887
"	Gm10800",7002.898037,0.128122649,0.587184595,0.218198246,0.827274652,0.951423887
"	Gm5134",8.009329173,0.162363424,0.741924474,0.218840905,0.826773981,0.951423887
"	Irf5",29.00508637,0.103815065,0.472813565,0.219568712,0.826207061,0.951423887
"	Lemd3",530.4329584,0.061159331,0.280050466,0.218386821,0.827127733,0.951423887
"	Lgals9",6604.256919,-0.078358002,0.359512302,-0.217956386,0.827463093,0.951423887
"	Mastl",447.4957302,-0.096760034,0.441327038,-0.219247917,0.826456931,0.951423887
"	N4bp3",35.56335165,0.094333942,0.433053262,0.217834503,0.827558061,0.951423887
"	Pccb",70.72224315,-0.063385374,0.290780508,-0.217983573,0.82744191,0.951423887
"	Pir",10.56611644,-0.149743681,0.684712974,-0.218695551,0.826887215,0.951423887
"	Ppp1r7",1194.382191,-0.051271358,0.234598081,-0.218549778,0.827000779,0.951423887
"	Psma2",24711.93365,-0.045173809,0.205361322,-0.219972335,0.825892701,0.951423887
"	Raver1",172.4073624,0.083964132,0.383593223,0.218888467,0.826736931,0.951423887
"	Sspo",11.13957408,0.165016664,0.751442826,0.219599759,0.826182879,0.951423887
"	Tbc1d30",13.41956482,0.137453299,0.627727065,0.218969847,0.826673537,0.951423887
"	Tcf25",661.5725433,-0.042173301,0.192476214,-0.219109156,0.826565019,0.951423887
"	Thrb",7.60845976,-0.156162959,0.716700918,-0.21789139,0.827513736,0.951423887
"	Tsr3",244.969771,-0.071239169,0.323516527,-0.220202565,0.825713399,0.951423887
"	Ykt6",850.5993945,0.046148058,0.20958732,0.22018535,0.825726805,0.951423887
"	Zcchc17",2117.189964,-0.054122871,0.24624902,-0.219789182,0.826035345,0.951423887
"	Chchd7",692.4475497,-0.037119736,0.171564991,-0.216359617,0.828707442,0.951613014
"	Dnajc18",275.2929658,-0.074751436,0.343976375,-0.217315609,0.827962393,0.951613014
"	Gm26799",15.79409621,0.149266387,0.687595469,0.2170846,0.828142415,0.951613014
"	Gstt1",109.4372016,-0.072385989,0.334940146,-0.216116193,0.828897178,0.951613014
"	Luc7l",600.7058577,-0.042187787,0.194376073,-0.217042081,0.828175551,0.951613014
"	Ndfip2",3042.338854,-0.058033631,0.268115758,-0.216449906,0.828637069,0.951613014
"	Orai1",430.4791349,0.092869484,0.429280565,0.2163375,0.82872468,0.951613014
"	Otud1",82.74839536,0.081413224,0.376472839,0.216252583,0.828790868,0.951613014
"	Sco1",102.9824179,-0.074954308,0.346052284,-0.216598216,0.828521476,0.951613014
"	Scyl2",238.5681299,0.063033443,0.290887918,0.216693232,0.828447423,0.951613014
"	Srp54b",132.7660212,0.064828055,0.299149162,0.216708129,0.828435812,0.951613014
"	Tmbim6",4960.697357,0.057560139,0.265147745,0.21708704,0.828140514,0.951613014
"	Ubqln4",135.3808408,-0.069393848,0.3206677,-0.216404235,0.828672665,0.951613014
"	Ubr4",399.0087403,0.045319023,0.209828379,0.215981382,0.82900226,0.951613014
"	Vps26b",942.0888073,0.026897143,0.123980049,0.216947348,0.828249378,0.951613014
"	Wdr44",717.9383704,0.051421841,0.23800811,0.216050795,0.828948154,0.951613014
"	Slc25a27",16.64287388,0.142294473,0.659515785,0.215755978,0.829177965,0.951722885
"	Exoc2",943.5647736,-0.034453,0.159805048,-0.21559394,0.82930428,0.95176846
"	Kif11",1737.866276,-0.075847669,0.35196165,-0.215499811,0.829377659,0.95176846
"	Mamdc4",11.42580883,-0.149500456,0.694228843,-0.215347514,0.829496388,0.951812906
"	Arhgef7",200.3876324,-0.069248625,0.322259999,-0.214884334,0.8298575,0.95207993
"	Cog1",56.19500981,0.097532147,0.454401932,0.214638496,0.830049178,0.95207993
"	Hexb",1636.289642,0.060905378,0.283729061,0.214660345,0.830032142,0.95207993
"	Hist1h1d",22.76073632,0.11966236,0.557210716,0.214752438,0.829960336,0.95207993
"	Ctc1",124.0293715,0.056677579,0.265640695,0.213361809,0.831044767,0.95226291
"	Dcakd",65.73447043,0.089169859,0.416337446,0.214176889,0.830409118,0.95226291
"	Eaf1",628.9389751,0.061506806,0.288490275,0.213202356,0.831169131,0.95226291
"	Fbf1",14.26678042,-0.138952243,0.648605705,-0.214232224,0.830365968,0.95226291
"	Itsn2",419.2040385,0.049026643,0.229949865,0.213205794,0.831166449,0.95226291
"	Lrrc20",18.3425761,-0.1058223,0.4950607,-0.213756213,0.830737173,0.95226291
"	Racgap1",1639.518842,-0.047882012,0.224286078,-0.213486331,0.83094765,0.95226291
"	Rph3al",16.73100307,0.126384979,0.590473347,0.214040108,0.83051578,0.95226291
"	Rpl22",3941.884584,0.066325511,0.311054791,0.213227744,0.83114933,0.95226291
"	Slc35a1",828.7774794,-0.046183445,0.216096832,-0.213716435,0.830768194,0.95226291
"	Trac",26485.77013,-0.128387663,0.600570676,-0.21377611,0.830721656,0.95226291
"	Zfp420",70.61371697,0.08454929,0.396473616,0.213253258,0.83112943,0.95226291
"	9030624J02Rik",493.1200719,0.050903296,0.239019243,0.212967356,0.831352425,0.9523812
"	Gtf2f2",698.673085,-0.031193296,0.14656844,-0.212824097,0.831464168,0.952417509
"	Zfp809",514.3244314,-0.051677433,0.242969731,-0.212690826,0.831568122,0.95244489
"	Gins3",229.1738589,-0.054757625,0.257866243,-0.212348946,0.831834813,0.952658639
"	4632428C04Rik",16.56536483,0.141499195,0.667820622,0.211882039,0.832199063,0.952765352
"	9930111J21Rik1",7.901384619,0.147680032,0.697568634,0.211706812,0.832335773,0.952765352
"	Dynlt1c",43.91335529,-0.080798454,0.381576185,-0.211749205,0.832302699,0.952765352
"	Notch3",22.64279616,0.15717559,0.741139389,0.212072914,0.83205015,0.952765352
"	Tmem19",365.6009298,0.038765012,0.183127853,0.211682772,0.83235453,0.952765352
"	Zbtb39",17.70351551,0.129862029,0.613675098,0.211613652,0.832408458,0.952765352
"	Bcl2l12",217.5702354,0.066355603,0.314096901,0.211258383,0.832685656,0.952784421
"	Mlh3",37.53095073,0.100224971,0.474507826,0.211218794,0.832716546,0.952784421
"	Scrn2",19.89349944,-0.114071944,0.539617694,-0.211394002,0.832579837,0.952784421
"	Uqcrb",10888.47902,-0.043275702,0.20492158,-0.211181769,0.832745436,0.952784421
"	Xrn2",3208.73549,0.033979096,0.161256537,0.210714533,0.833110033,0.953109921
"	Gm26549",7.962326281,0.144614605,0.687264066,0.210420728,0.833339316,0.953280567
"	Hip1r",338.3484679,0.050241495,0.239162125,0.210072958,0.833610731,0.953479085
"	Senp6",1388.319164,0.035363084,0.168459549,0.209920328,0.833729856,0.953479085
"	Zfp940",64.35244388,0.085605349,0.407857517,0.209890331,0.833753269,0.953479085
"	Arid3b",292.6424518,0.051391655,0.24532966,0.20947999,0.834073554,0.953557115
"	Gm26819",27.39966546,0.124295886,0.593603221,0.209392203,0.834142079,0.953557115
"	Slc52a2",43.20786957,-0.087292275,0.416833237,-0.209417741,0.834122145,0.953557115
"	Ufd1l",2149.369631,-0.055724013,0.265898723,-0.209568563,0.834004418,0.953557115
"	Mtmr14",168.1538998,-0.072616938,0.347117752,-0.209199725,0.834292327,0.953637247
"	Ldlr",41.51758198,-0.128576141,0.615293851,-0.20896705,0.834473961,0.953753236
"	Ermard",241.5126604,0.044165375,0.211677335,0.208644801,0.834725534,0.953824565
"	Gm42600",31.30355682,-0.113976014,0.545962151,-0.20876175,0.834634232,0.953824565
"	Mterf1b",209.6266591,0.058090855,0.278507626,0.208579046,0.83477687,0.953824565
"	Gm17066",507.2751671,-0.065318026,0.313612766,-0.208276042,0.835013437,0.953989378
"	Pnn",1427.972251,0.061995571,0.297785186,0.208188902,0.835081473,0.953989378
"	Pltp",8.883865486,0.156123026,0.751987538,0.207613847,0.835530491,0.954410694
"	Zfp658",67.26843851,0.084593983,0.408524728,0.207071878,0.835953724,0.954802478
"	Abcf1",847.6733328,0.061433729,0.297065332,0.20680208,0.836164432,0.954906714
"	Cfap46",9.236799355,0.155050285,0.749942748,0.206749495,0.836205501,0.954906714
"	Ankrd17",1612.996433,0.042752729,0.207772177,0.205767343,0.836972652,0.955096773
"	Eml3",517.3084295,-0.044137143,0.215719668,-0.204604165,0.837881401,0.955096773
"	Gm42467",18.02998338,-0.114791633,0.560401033,-0.204838368,0.837698409,0.955096773
"	Gm5112",24.34980444,-0.111896684,0.54371303,-0.205800997,0.836946362,0.955096773
"	Gsap",3298.575663,-0.051336193,0.249870362,-0.205451307,0.837219538,0.955096773
"	Ktn1",456.9697334,-0.062297395,0.302838415,-0.205711668,0.837016144,0.955096773
"	Naa60",194.8844429,-0.093319007,0.455243011,-0.204987237,0.837582097,0.955096773
"	Pdcl",1035.751564,0.053719966,0.261947155,0.205079403,0.837510089,0.955096773
"	Psmb6",14928.78777,-0.05635441,0.274012535,-0.205663622,0.837053677,0.955096773
"	Pttg1",8393.198858,0.062097355,0.301382129,0.206041928,0.83675816,0.955096773
"	Rlf",229.6880322,0.041455768,0.202243836,0.204979142,0.837588421,0.955096773
"	Sfxn4",74.32453127,-0.087614204,0.426145075,-0.205597128,0.837105621,0.955096773
"	Stk11ip",83.32560533,-0.07518816,0.367517251,-0.204584028,0.837897135,0.955096773
"	Tbc1d20",495.4783275,0.042704155,0.208234358,0.205077373,0.837511675,0.955096773
"	Tmf1",1903.363647,0.039310906,0.191955093,0.204792199,0.837734482,0.955096773
"	Trav15-1-dv6-1",64.11491493,-0.115015164,0.558259176,-0.206024673,0.836771638,0.955096773
"	Tsc22d2",507.4759502,-0.051897473,0.253515347,-0.204711367,0.837797639,0.955096773
"	Usf3",347.9924781,0.068289102,0.332460848,0.205404943,0.837255758,0.955096773
"	Vim",12998.26794,0.059152055,0.288766626,0.204843807,0.83769416,0.955096773
"	Casp8ap2",1007.541698,-0.042116289,0.206191176,-0.204258443,0.838151543,0.955255895
"	Clasrp",30.2745658,-0.113886808,0.559629345,-0.203503995,0.838741123,0.955255895
"	Corin",8.622361276,-0.150754582,0.739308063,-0.203913076,0.838421426,0.955255895
"	Gm16023",16.44893906,-0.121520449,0.595528597,-0.204054766,0.838310702,0.955255895
"	Gm17275",26.19053432,0.102392193,0.503203418,0.203480718,0.838759315,0.955255895
"	Ppil2",716.1601822,-0.065259944,0.320671174,-0.203510477,0.838736057,0.955255895
"	Psmd2",1101.157336,0.042417522,0.208219348,0.203715565,0.838575778,0.955255895
"	Ska1",753.0270665,-0.077160037,0.378305845,-0.203962054,0.838383152,0.955255895
"	Zfat",22.79457079,0.112610739,0.553006506,0.20363366,0.838639787,0.955255895
"	Bloc1s2",1591.281865,0.037720393,0.185522996,0.20331923,0.838885526,0.955308192
"	Kifc5b",10.9404387,0.131886561,0.64954063,0.203045899,0.839099157,0.955460022
"	Ccdc9",95.92800865,0.072284055,0.35682278,0.202576905,0.839465743,0.955674763
"	Rab6a",1257.104475,-0.043195953,0.213309585,-0.202503574,0.839523064,0.955674763
"	Zranb1",466.2356737,0.047022799,0.232215542,0.202496348,0.839528713,0.955674763
"	Zfp729b",386.0973144,0.044144851,0.218122144,0.202385922,0.839615033,0.95568159
"	Bicd1",7.810396911,-0.149196091,0.73909035,-0.201864482,0.84002267,0.955688442
"	Hnrnpu",4773.468232,0.052307542,0.259033187,0.201933747,0.839968519,0.955688442
"	Lrwd1",294.3401166,-0.065681012,0.325366924,-0.201867513,0.8400203,0.955688442
"	Paip2b",289.7483487,0.042087364,0.208438161,0.201917748,0.839981027,0.955688442
"	Pgm1",528.204738,0.037371359,0.184975566,0.202034029,0.839890121,0.955688442
"	Epb41l3",10.53540235,-0.148545844,0.737978388,-0.201287526,0.840473756,0.95601881
"	Sde2",678.7684734,0.040344586,0.200368035,0.201352405,0.840423028,0.95601881
"	Rnf113a1",85.48267925,-0.070795189,0.352040238,-0.201099707,0.840620611,0.95603918
"	Zbtb49",36.75636975,-0.105976742,0.527092517,-0.20105909,0.84065237,0.95603918
"	Usp47",706.3664509,-0.033945877,0.168928968,-0.200947638,0.840739518,0.956046907
"	Taf5",415.8484349,-0.037761787,0.18829065,-0.200550517,0.841050054,0.956308633
"	Arhgap33",9.077480361,0.146860355,0.732921847,0.200376555,0.841186094,0.95637192
"	Fbxw7",520.5678318,-0.043143642,0.215757496,-0.199963585,0.841509061,0.956464922
"	Frmd5",43.14405402,0.124924719,0.624300165,0.200103613,0.841399548,0.956464922
"	Gm42979",14.03169861,-0.129623497,0.647926434,-0.200058972,0.84143446,0.956464922
"	Gm5148",50.75896599,0.073841116,0.369789083,0.199684414,0.841727404,0.95646702
"	Mypop",9.382240931,0.129767454,0.650369544,0.199528799,0.841849118,0.95646702
"	Mypopos",220.0030735,-0.131303827,0.658172818,-0.199497493,0.841873604,0.95646702
"	Nsun6",156.2883909,0.056603974,0.283659719,0.199548861,0.841833427,0.95646702
"	Traj23",19.78221489,0.129972358,0.651662605,0.199447316,0.841912851,0.95646702
"	9430065F17Rik",31.7816042,0.094336229,0.473368125,0.199287244,0.842038057,0.956517336
"	Parm1",12.94762492,0.148861487,0.747352391,0.199185135,0.842117927,0.956517336
"	Rab7",2654.183279,-0.040172859,0.201826006,-0.199046989,0.842225988,0.95654876
"	Apbb2",12.54332299,0.142276287,0.716079535,0.198687827,0.842506947,0.956776525
"	Bmyc",15.72207889,0.121333177,0.611160543,0.19852914,0.842631088,0.956826178
"	Mmp17",9.141466067,0.147087416,0.741687316,0.19831459,0.842798937,0.956925447
"	Gm9843",279.7615061,0.050055884,0.252735264,0.198056588,0.84300079,0.957063301
"	Sdad1",202.841491,-0.065726845,0.332348927,-0.197764576,0.843229263,0.957231349
"	D930016D06Rik",124.6989189,0.084405531,0.427107941,0.197621076,0.843341544,0.957267476
"	Aptx",688.5941539,-0.064481491,0.327887214,-0.196657533,0.844095545,0.957522698
"	Ccdc109b",778.3775364,0.088377957,0.450165849,0.196323104,0.844357279,0.957522698
"	Fam69a",2680.977599,-0.062227583,0.316287354,-0.196743822,0.844028015,0.957522698
"	Gng12",454.7014768,0.055389287,0.281952278,0.196449155,0.844258625,0.957522698
"	Gpsm1",20.15638997,0.105146778,0.534285066,0.196799021,0.843984817,0.957522698
"	Mboat7",284.8481069,0.049750284,0.253433141,0.196305359,0.844371167,0.957522698
"	Mthfsl",1558.305784,-0.055894418,0.283930736,-0.196859342,0.843937611,0.957522698
"	Rptor",91.66472224,-0.072873797,0.371177302,-0.1963315,0.844350708,0.957522698
"	Stau1",283.0217294,-0.046510934,0.236297512,-0.196832094,0.843958935,0.957522698
"	Zfp354c",25.13622064,0.122334734,0.620671069,0.197100752,0.843748695,0.957522698
"	Blvra",4585.723854,0.055328053,0.282153551,0.196091995,0.844538161,0.957529545
"	Clk3",362.0156356,-0.115451836,0.588705802,-0.196111259,0.844523084,0.957529545
"	Piwil2",13.04284277,0.145098561,0.740362684,0.195983082,0.844623407,0.95753495
"	Zfp64",137.2805957,-0.060531157,0.309975229,-0.1952774,0.845175789,0.958069887
"	Eml2",15.90325441,0.11338426,0.581989114,0.19482196,0.84553233,0.958270611
"	Slc25a19",334.514944,-0.056134419,0.287962055,-0.194936861,0.845442377,0.958270611
"	Tmem194",212.2905035,-0.046715285,0.239882242,-0.194742572,0.845594482,0.958270611
"	Tex2",229.9332874,-0.047848178,0.245857184,-0.194617775,0.845692186,0.95829006
"	5430416N02Rik",29.28210621,0.099823374,0.513829546,0.194273325,0.845961871,0.958441646
"	Dixdc1",9.951862657,0.141443104,0.728183038,0.194241141,0.845987071,0.958441646
